Product Name,Supplier Location,Quantity,Blockchain Transaction ID,Transportation Mode,Production Date,Transaction Date,Delivery Date,Soil Quality,Crop Health,pesticides used or not for growing crop,Total Supply Chain Days took to Deliver Product,Quality Assessment
Corn,Kota,6651,0xb98c14934075341e425ce88fa0a292998705c14fdd9587bdbe35f41afb951584,Truck,2020-03-05,2020-04-11,2020-05-18,Medium,Stunted,used,74,Medium
Rice,Ahmedabad,4359,0x99e47d27759d79060183075f8d1e06c234f513e59355a8b0b033a93e6d3952e7,Truck,2023-10-03,2023-12-01,2024-01-23,High,Stunted,not_used,112,Medium
Corn,Srinagar,3447,0x8d48770c213b5e67b8dd6f8fa60fa488ecee4ef521b2dd019635d83786d16c7f,Truck,2023-04-01,2023-04-27,2023-05-07,Low,Healthy,used,36,High
Tomatoes,Pune,8085,0x68c0e0d690922d7865e119540cffad636a6466b7d4497c868251b4f967ec2848,Ship,2023-06-02,2023-07-13,2023-08-23,Medium,Infected,not_used,82,Medium
Soybeans,Pune,148,0x4b54db3ab43eab3d43fe929c545139ebf2c370e0eb59fc3e8c44d9a8d79a29af,Ship,2020-06-02,2020-08-14,2020-10-17,Medium,Stunted,used,137,Low
Corn,Guwahati,8640,0xc34f35978890ca28c1d5ca4f59bec9efeddb47b28cba26e4c2a974ffb67e5dbd,Air,2022-11-04,2022-12-08,2023-02-03,Medium,Infected,used,91,Medium
Rice,Vadodara,4742,0xc6ce31f3c5a8c2beff2508c013b1fc4eb91506cb503b460e43c3f3ed1478b27c,Ship,2023-06-03,2023-07-23,2023-08-26,High,Healthy,not_used,84,Medium
Corn,Vasai-Virar,3535,0xec33430b41767335bd1614af7d7cdc6dc2561ee5912ede5ef0ee0f43584495f9,Ship,2020-07-01,2020-08-04,2020-09-04,Medium,Infected,not_used,65,Medium
Potatoes,Coimbatore,1368,0xbc82ec6ff2a6af70842ac78ff23023f1bc7ec3bd4a91e6e5711264ce838b89e0,Truck,2022-10-07,2022-12-22,2023-02-26,High,Infected,not_used,142,Low
Rice,Mumbai,4062,0xf6334413d99087046fcc8f5ee88ac5c839df1eb0e7e15e0a407037d40af9754b,Air,2023-10-02,2023-12-24,2024-03-10,High,Stunted,used,160,Low
Corn,Patna,9278,0xef8ea4d23e24a5fa72fe65857224b024ce54a4e5a994884619d0e579c7ca7d2d,Air,2022-07-06,2022-09-07,2022-11-20,Medium,Infected,not_used,137,Low
Potatoes,Vasai-Virar,6468,0xee41b153bd71888b09b56794e71b3a7820faf812497e35c29887dcdfb1aeadce,Ship,2020-11-06,2020-11-18,2020-11-28,High,Healthy,used,22,High
Wheat,Amritsar,6525,0x2cf3cabc794791fb093ec97b7cbff9652e6b71d799789d2bf41f9ca186b20c19,Ship,2021-07-04,2021-09-28,2021-12-19,High,Infected,not_used,168,Low
Rice,Indore,272,0x9889a9aad6dce45d5af58b2d10c9b49ea886c70274dcb2aface7bdaf359fa3a1,Ship,2022-10-04,2022-11-06,2022-12-24,High,Stunted,used,81,Medium
Lettuce,Lucknow,3773,0x0a32a0c3dce2c8303696a9e1d24a9fe7b74cef092fee17fa6d8ab56da5b3fef7,Ship,2022-04-01,2022-06-01,2022-08-16,Medium,Stunted,used,137,Low
Soybeans,Navi Mumbai,5033,0x0c66090fda8c4846ea8966cad85b9232c9f44f3ff33369ce4d3ff546592cf1c8,Ship,2023-08-07,2023-10-12,2023-12-20,Low,Infected,used,135,Low
Rice,Delhi,5680,0x6b6da2fa41425397216836c4c87a195ece8c46a24e0b826bf92b22d46fa7aca7,Air,2021-10-03,2021-11-12,2021-12-19,Low,Healthy,not_used,77,Medium
Soybeans,Agra,7513,0x17107a21a3f85cd5860dd98ea44a897a881ee352828daac2177125bc67e578dd,Ship,2023-04-02,2023-05-08,2023-06-14,Medium,Stunted,used,73,Medium
Wheat,Raipur,4198,0x0112b873c54870a866ed74e4aec33e58b50d2920918caa587d01c6c7c045ccd2,Truck,2020-03-07,2020-04-10,2020-05-27,Low,Healthy,not_used,81,Medium
Tomatoes,Kalyan-Dombivali,7725,0x8260d987f50e2f3e0f653331f96ce4ee52bc44c401134f0d18c26d9f8982cb01,Air,2020-09-05,2020-09-17,2020-10-17,Medium,Stunted,used,42,High
Potatoes,Hyderabad,5856,0x1106e4322fa9caf338a2baabb1ffe40ce5e2504324bf5cd805bb91591cca5999,Ship,2020-02-01,2020-03-02,2020-03-24,Low,Infected,used,52,High
Soybeans,Jabalpur,7585,0x542b921dfb1255aca346c5c78f27f0d664fc75e9f2fc4a97294c9855eb25bbce,Truck,2022-01-04,2022-02-17,2022-04-16,Medium,Healthy,used,102,Medium
Wheat,Guwahati,206,0x4cc3bafb1c3a8d4b35309c8c1a721757bce1ad43c3482e4a0087b4e5ce3d86c4,Truck,2021-01-05,2021-01-16,2021-02-03,Medium,Stunted,used,29,High
Tomatoes,Varanasi,2223,0x0418181d777c63f79f8b537b27fd79e08b6feffea6008cb2e9963388453a2344,Truck,2023-09-01,2023-11-24,2024-02-07,Medium,Healthy,not_used,159,Low
Rice,Coimbatore,3836,0xc4b434a183ccc63bf56499f2c8df9ec4e4d8f2754bea1309f29f08d4250be62e,Air,2023-02-07,2023-02-17,2023-03-13,Medium,Healthy,used,34,High
Tomatoes,Raipur,547,0x86594c289acd3f5dc9e98af66bf5c3bd8304ce5a092e08a6a8aeb1fc17b4da50,Truck,2020-01-01,2020-01-13,2020-01-25,High,Healthy,used,24,High
Wheat,Varanasi,9705,0x713ce680e443989f936aad9109dc2aacbdfed0379f2d6af1db49124126c59555,Truck,2021-01-01,2021-01-13,2021-02-10,High,Infected,not_used,40,High
Soybeans,Varanasi,7338,0x13da918bf8e960b713f3db35defa6012ea086ac90c1b59693b11df69d87090de,Ship,2021-07-06,2021-09-14,2021-12-05,Medium,Infected,used,152,Low
Lettuce,Chandigarh,5800,0xdaffde52b1adb438584c7439ac90927aa45b7546438c48678978365c7710dd66,Air,2021-08-04,2021-10-15,2021-12-25,Low,Infected,not_used,143,Low
Wheat,Bhopal,893,0x65776b0a6eb4bfd30cae025d854fbcff73d214b7131b350d6949164f520a17f3,Truck,2022-09-04,2022-10-18,2022-11-20,Medium,Healthy,not_used,77,Medium
Tomatoes,Patna,1746,0x03ff94bc5b7d092840d4ada25f45cd887921cac60e9f24ef66f2ad7884eda5e8,Truck,2022-03-04,2022-03-14,2022-03-29,High,Infected,used,25,High
Lettuce,Coimbatore,726,0xcf212b064a2c503390100afe82d42df802c0e3d90a1f721be4d3d9606201c2e6,Ship,2020-10-01,2020-12-28,2021-03-04,Low,Stunted,used,154,Low
Wheat,Jabalpur,1703,0xceefe0dee75e55fc1be0aedfc303f436dc1e16bdcaf2f43fbab2c70e8e5d6e10,Air,2021-10-04,2021-11-21,2022-01-17,Low,Infected,not_used,105,Medium
Soybeans,Bangalore,6995,0x52a5296b95422cd95a314fdf8d1d13d22fd03d8d6591db9421e5cb68d2d6a55c,Truck,2020-09-04,2020-11-23,2021-02-05,High,Healthy,not_used,154,Low
Potatoes,Navi Mumbai,5601,0x59b4c9ec04b846ae92696ec66d419aeecc5b4f438b66cb995d2cd80245512ae5,Air,2021-01-07,2021-03-16,2021-05-29,Medium,Stunted,not_used,142,Low
Corn,Ranchi,3689,0x6caa0aafaa5ec5685cc75f69dc22d281b8e868255f33c2094c2da45d90287849,Ship,2021-12-01,2022-02-02,2022-04-08,High,Stunted,not_used,128,Low
Corn,Chennai,6750,0x349ef2305c835e9ea40340ba5a8c03ea3c4a325d2dadc08e80fcdfcdb47df139,Ship,2022-10-01,2022-12-14,2023-03-10,Medium,Stunted,not_used,160,Low
Lettuce,Patna,6460,0x3661bb1105db3ec89bbe2eb250ffcb806e85440e0e7da2d2de7b0d077bb4b8d9,Ship,2020-11-02,2021-01-02,2021-03-30,High,Healthy,not_used,148,Low
Wheat,Ludhiana,2889,0xd9fd902d5bbb76ebbc3296faa156bd1d14c2306477b6c8a066e64d581f0bdded,Ship,2023-11-06,2023-11-20,2023-12-05,Medium,Healthy,not_used,29,High
Corn,Hyderabad,1513,0x10aadf2e794073a271cc19c994e8aabcc6123557e3303c2bbebe6d55b3d134ff,Truck,2023-03-07,2023-05-15,2023-07-20,Medium,Healthy,not_used,135,Low
Tomatoes,Kalyan-Dombivali,9045,0x3578491b191465460d94f41e14e6308576bde71a058da324921261ff9b5513d8,Air,2022-12-04,2022-12-27,2023-01-10,Medium,Infected,used,37,High
Soybeans,Jabalpur,5822,0x6d6116cb35ce45a386185fb25b6d6819f5a026c62e2ccbdb642a4dabc6e5d0cc,Truck,2023-01-07,2023-01-23,2023-02-10,Low,Healthy,not_used,34,High
Soybeans,Vijayawada,1124,0x7bad677cc33bf7d3f1052e85023058805d294fe48aa069d4ba65b655c9ad96fc,Air,2023-03-03,2023-04-29,2023-06-05,Low,Stunted,used,94,Medium
Wheat,Vijayawada,8036,0xbbf7fea9e3af9904c9a8d983fc7c200c80581a5d6c7cf22fcab5d3f7d8290d1c,Air,2020-07-03,2020-09-15,2020-12-06,High,Healthy,used,156,Low
Potatoes,Bhopal,1779,0x782ef0fe298a9bef8b806adda285152644c343c5137eb79859dcd61ef098f6aa,Truck,2021-06-06,2021-09-04,2021-11-05,High,Stunted,not_used,152,Low
Corn,Allahabad,4457,0xebe180f6c0df1b9144315cf4942f460305f489b1e6a13a8976e726ab535aa676,Ship,2023-07-04,2023-07-24,2023-08-16,Low,Healthy,not_used,43,High
Potatoes,Solapur,9954,0x3b6c15ca2f35792b05a5dfe4199d35ea880701693de85d70c82c30c86460fad5,Air,2022-06-04,2022-07-11,2022-08-19,Low,Stunted,used,76,Medium
Wheat,Jodhpur,8986,0x85c6b0add1597a38991653ef9a3615b89e1eab789df8b4bcd3dc672cc1514f8c,Truck,2022-10-03,2022-10-17,2022-10-29,Medium,Stunted,used,26,High
Potatoes,Ahmedabad,9873,0xcf66883a339012d77169a3b0e51737a5a378c95c27d4110b65ffcf001acacf62,Air,2021-11-02,2021-11-20,2021-12-16,High,Stunted,not_used,44,High
Tomatoes,Jabalpur,4257,0x6295ab236b3c5c5150bbedd40825389a668f6c7952c90f5916f882b954ddbe9b,Ship,2020-11-01,2020-11-17,2020-12-11,Medium,Stunted,not_used,40,High
Rice,Kota,863,0xbdd4d8103f2cfe9cdd3f98ae25f2f881cd512f2ea8cffb4f1ca9259e7adeb5cf,Air,2021-03-02,2021-05-26,2021-08-21,High,Infected,not_used,172,Low
Corn,Rajkot,6018,0x9a3456a0bb27594461e731db4a8cf622da03a80922b16795fa1999ae665f0ab7,Air,2023-02-01,2023-03-14,2023-04-18,Medium,Infected,not_used,76,Medium
Corn,Nashik,6503,0x5843efaf3d3812bcc5ef6a0131f8a93f882424c474f22032a3272bd60401616e,Truck,2021-07-06,2021-09-07,2021-11-30,Low,Infected,used,147,Low
Tomatoes,Madurai,938,0xd39b667fab174d8c95ccc577c1170c5ed1f4f944de5395e78a3f97eeab00fe77,Truck,2021-09-07,2021-11-14,2022-01-15,Low,Healthy,used,130,Low
Soybeans,Jaipur,2931,0xdc27d0549d91629b38c039a7d9b64183be9aa57a4e736ecb9e6fecefe1b57ffe,Air,2023-12-06,2024-01-16,2024-02-16,Medium,Stunted,used,72,Medium
Tomatoes,Chennai,767,0x479cfb3d73a20a7a9a48b5b818f31088cb2dc53b261056ce059613adb398685a,Air,2023-11-04,2024-01-29,2024-04-06,Low,Healthy,used,154,Low
Wheat,Jabalpur,5771,0x677e27a946a3889f8054500c8b09d0fa1374322d319a3359282e052d2a20d151,Truck,2020-05-06,2020-05-27,2020-06-15,Medium,Stunted,used,40,High
Rice,Coimbatore,4567,0x387b9991c4487541ce2354a4a715a443aede542c1ee5902c0eabe35ce85cc145,Ship,2021-12-07,2022-01-26,2022-03-05,Medium,Stunted,used,88,Medium
Corn,Nagpur,6137,0xf51ccc8420e9d1f5dc3cca6e4a1b7aa4ddc60a1e598c7b4d874d5903e54f0caf,Air,2021-12-04,2022-02-02,2022-03-30,High,Infected,used,116,Medium
Wheat,Rajkot,8413,0xdd7eab487a8912bb2f92beac29a9bdd36fe23d972f4791b03ff76db93f23c66f,Air,2021-10-06,2021-12-26,2022-03-20,Low,Infected,not_used,165,Low
Lettuce,Allahabad,2148,0x5517a87b52866c8c25e4e235c1921008975d486ee947f8efda86e964f0e0628c,Air,2023-03-03,2023-03-30,2023-04-09,High,Healthy,not_used,37,High
Potatoes,Meerut,7520,0x3eeeb9b13f67aeca5793cd64dade65c5ba5fab122ff0e640d653d100a878bfc4,Truck,2023-06-02,2023-07-14,2023-09-08,Low,Healthy,not_used,98,Medium
Rice,Kolkata,582,0x2b57275f013fd7be71b671f91e52f9f5f45099266c3686286e557729fc1cb495,Truck,2020-08-06,2020-08-22,2020-09-13,High,Infected,not_used,38,High
Tomatoes,Vasai-Virar,3791,0x3a4d3118ef91667b764cb381bfc2d6fe2c883d985f8019b52d35f9c9b63fda60,Ship,2023-04-02,2023-04-27,2023-05-11,Medium,Stunted,used,39,High
Rice,Vijayawada,958,0xd2e494ad7a46f8fda0ef3038f3e7c2574a80df74aa650850fa12ed13a2992d59,Air,2022-06-06,2022-06-17,2022-07-10,High,Stunted,used,34,High
Lettuce,Guwahati,4260,0xeea7a144ea7480068e456a3db0dc3fe1bdcac3a452b3265b7f389e080a9764c6,Truck,2020-11-04,2020-12-11,2021-01-22,Medium,Healthy,not_used,79,Medium
Tomatoes,Jodhpur,4841,0x0554aa8280f248e287f3c272dd699dfca541b643b5429c4131c7484ddeb620f9,Truck,2023-05-06,2023-05-18,2023-06-16,Medium,Healthy,used,41,High
Tomatoes,Meerut,8689,0x61282f3ced0536c0129014cecb60e66128bc213ab83f43da3dfafe1ae0edff0e,Truck,2021-01-06,2021-03-04,2021-04-24,Medium,Healthy,used,108,Medium
Corn,Faridabad,3980,0x0088fbfb12e256e128678ca4e4ed6797ae097be68d6334ada9d34b08862cb34b,Air,2023-03-03,2023-05-25,2023-08-05,High,Infected,used,155,Low
Tomatoes,Chandigarh,2513,0x540a84f0a3463211e9b6aaa3856d4022db6e43585ee5afa02fdeb4bc471100fd,Truck,2021-01-06,2021-02-28,2021-04-10,Medium,Healthy,used,94,Medium
Rice,Nashik,2472,0xcf210c5d90d2cba4abe458e8b10bcaaaac2f1edb8b7dbc9df817dfff7d0d539c,Air,2022-07-01,2022-09-02,2022-11-06,Low,Stunted,not_used,128,Low
Lettuce,Delhi,3781,0x40ba3bd1ca091981b9a8c6a46a09a59f66b7fdd818f521dea60d054e41b5d090,Truck,2021-02-04,2021-03-27,2021-05-05,High,Stunted,not_used,90,Medium
Rice,Ahmedabad,4618,0x21acff37ae79bcb3454fd46708db212ab889ae5762bdac17cc3698b50bcf66f4,Ship,2021-01-05,2021-01-23,2021-02-03,Low,Infected,not_used,29,High
Rice,Nagpur,9993,0x34e3fef56b8901c540c76d6e337a433d978daf8655136548f84b7ab0fad9cd30,Truck,2021-12-07,2022-03-01,2022-05-07,High,Stunted,not_used,151,Low
Corn,Patna,5443,0xa96423740331af91a97548847115ea34870f72cf39ab14d12e38041069c02f25,Ship,2020-04-06,2020-07-04,2020-09-27,Medium,Stunted,used,174,Low
Wheat,Hyderabad,7625,0xe88712d23495d225ee9b6153412c933c86b5f975ae86197be323e5ccbc1194e4,Ship,2022-06-01,2022-06-29,2022-07-25,High,Stunted,not_used,54,High
Wheat,Lucknow,6501,0xec2f0d944091ef8eae3ef68fef978125a8eddf778b662d815fd25d204bff575b,Air,2020-10-05,2020-12-27,2021-03-13,Medium,Healthy,used,159,Low
Potatoes,Howrah,1719,0x26279b97fb6a1137f47542adf8682baafd11171279e9c528d92109fc110560dc,Truck,2023-10-02,2023-11-21,2024-01-15,High,Stunted,not_used,105,Medium
Potatoes,Kalyan-Dombivali,4799,0xd805053adbc956d1dd2e8d2529a2ccd447c82123871a7fa2e2a62067dbe2a8d6,Air,2023-05-06,2023-05-24,2023-06-17,Low,Stunted,used,42,High
Tomatoes,Delhi,6189,0x760858b9325268c4e6cd78a3abb15b6b323637f03268bf7e5ec1583d12c70e3f,Air,2020-08-02,2020-08-14,2020-09-06,Medium,Stunted,not_used,35,High
Tomatoes,Meerut,2894,0x33ba2947a42f8d67f8fb6ba23e01a08514397d2337d1f44baa042ead45d8e6f3,Truck,2021-08-01,2021-09-21,2021-11-12,Medium,Infected,used,103,Medium
Wheat,Agra,985,0x20e01abef8a024f5f7284474786a96433eb153051866ac15d6f3cc237d8fb865,Truck,2020-12-02,2021-01-24,2021-03-02,Medium,Stunted,used,90,Medium
Corn,Hyderabad,261,0x247efa59510ce88f10375e79fbd40ee19c5432d7b21f8193911f742c1cb5deda,Air,2020-11-02,2021-01-15,2021-03-21,Medium,Healthy,used,139,Low
Tomatoes,Raipur,8079,0x8dd655de0ecbc09609b59fb92faae3dd50c62ae0ed093837a601bf78fe9e8f4b,Truck,2023-09-03,2023-10-02,2023-10-19,Low,Stunted,used,46,High
Tomatoes,Gwalior,6252,0x11f36b229328ee5b6eee35cb229ab7d1ab5c85e267230e0e9df9df9988548a00,Truck,2022-06-06,2022-08-12,2022-10-28,Medium,Stunted,used,144,Low
Rice,Jaipur,1493,0xadf49faf64fec33347567970cecec0a7b92916fcd682d999129815b00fe50de9,Truck,2022-05-03,2022-05-22,2022-06-19,Low,Healthy,used,47,High
Tomatoes,Ahmedabad,175,0x6ecbe98c330f1b24cb16828e76c7fcb9026dd3219c8f4aa4ba28558e1d7f137a,Ship,2021-08-06,2021-09-08,2021-11-01,Medium,Infected,used,87,Medium
Wheat,Ghaziabad,7100,0x8a57f311fc07ee0aa9369569015fd2f7fd586442859b5892572446f07350193a,Truck,2023-06-06,2023-06-27,2023-07-23,Low,Stunted,used,47,High
Corn,Ahmedabad,4484,0x1e49d1171a24ff08db9c90cc67249bb5c68bd75efea70c55ce984732aa6fb757,Air,2023-07-02,2023-08-19,2023-10-08,High,Infected,used,98,Medium
Potatoes,Vadodara,5300,0xa4b124cd995571bb4645bc134c03c52eb0b163ef73647e841848274386c87945,Ship,2020-01-07,2020-02-23,2020-04-05,Medium,Stunted,not_used,89,Medium
Lettuce,Meerut,3621,0xcbef8101ce06d01363c45ba3c634ae22eca2120d02d9aec7edb651bfe42e576f,Truck,2023-05-01,2023-07-11,2023-10-01,High,Stunted,not_used,153,Low
Potatoes,Thane,3489,0x480d8c593aadc323b3e2e0967fdfb8c9e7e08229651472c04a48d90f53a29db2,Ship,2023-09-05,2023-10-06,2023-12-02,Medium,Infected,not_used,88,Medium
Potatoes,Solapur,4045,0x7df4005b3a00d3c08831ae8811a0e834e0753f74e695b81d280a5b48f03ebc99,Truck,2021-10-02,2021-12-05,2022-02-15,Low,Healthy,not_used,136,Low
Tomatoes,Allahabad,4946,0xdb8733cbacc52e7ee10bc148f0b41d71b576bbbc4379fc8c2849f5aaabd11fa6,Truck,2023-06-03,2023-07-02,2023-07-16,Medium,Infected,not_used,43,High
Rice,Amritsar,1079,0x927c250158cb412c4c4e33f922e3f3fd547345aad603a6a1f721e153be6420e5,Ship,2023-07-02,2023-07-27,2023-08-18,High,Stunted,used,47,High
Soybeans,Pune,8345,0x048222c5bb1264b69a878f8eca4e7c204781886ce7df61229be80a811866d367,Ship,2021-03-05,2021-03-15,2021-03-27,Low,Infected,not_used,22,High
Tomatoes,Faridabad,3912,0xf4b1412e27507f66756f7dbfc2701bd519b9c599eeee59865baf5c652422b986,Ship,2021-02-05,2021-02-25,2021-03-23,Low,Stunted,not_used,46,High
Corn,Faridabad,1956,0x02437ad1f7fa169ee29b11ebd8db4791ff5c9fc83349680ea5be8d09ef48ca41,Ship,2023-11-01,2023-12-23,2024-02-14,High,Stunted,used,105,Medium
Wheat,Jodhpur,3161,0xbe34ed8d5ed2563c8d240fb7abef89c76f23e66efc8bf9be676b35f5eeeacb0f,Truck,2023-01-02,2023-01-28,2023-02-14,High,Infected,not_used,43,High
Potatoes,Ghaziabad,7395,0xa1e903e3cddf268771323c67b2b32044a1b3b1d888b70e5e1f30d95afc58a340,Air,2020-10-07,2020-12-25,2021-03-10,Low,Stunted,not_used,154,Low
Tomatoes,Jaipur,633,0xfd41dba915a005a0be9bdbd0c88b1282c088be7eb68401d343b15cb4ca35f4bb,Truck,2021-02-01,2021-03-20,2021-04-30,Low,Infected,used,88,Medium
Potatoes,Hyderabad,684,0x06036bc2a7f5d4e1f0663a622e8506397e52cdfe9d8e35ec5e240e3b9c0c4f3c,Ship,2023-12-01,2024-01-26,2024-03-11,High,Healthy,not_used,101,Medium
Rice,Bhopal,5322,0xf7b642403aef0caeda99e8c385927eaf48beeba52c6e33899ae0f1c800295c8b,Ship,2022-03-05,2022-04-04,2022-05-01,Medium,Stunted,not_used,57,High
Rice,Coimbatore,143,0xb0e1992a029f17d0fb61cbfb938bd0efee7857a51137b1dbda9003a7cb807817,Truck,2023-07-03,2023-09-24,2023-11-29,High,Healthy,used,149,Low
Lettuce,Navi Mumbai,7319,0xb0e42e635266911747f07cb2ac6e84f79ced1946a8aa223033b3c985f8771115,Ship,2020-02-06,2020-04-16,2020-07-01,High,Infected,used,146,Low
Lettuce,Ghaziabad,9255,0x7206f4eff6eacf1d48d26c5ef9152af54a947c38d1cb217f1b2cd0a5d5b4b088,Ship,2022-12-03,2023-01-02,2023-01-30,Medium,Stunted,used,58,High
Wheat,Vasai-Virar,838,0xf48ac1fd499fa423ff0f135f5cd333e13f52fdf14fe4980517836c898bdc8811,Truck,2022-03-04,2022-03-15,2022-03-28,Medium,Healthy,used,24,High
Corn,Guwahati,188,0xda013037084cd4ef29b14e6396ad76b3396fb263b28ef765833ea99fd4a19de7,Ship,2022-01-01,2022-02-21,2022-03-31,Low,Infected,not_used,89,Medium
Lettuce,Aurangabad,2575,0xeee92fe5c3492fe7f0d05a4ae3201a8361cbd4333a4e86f238d21bbc324723de,Air,2022-10-06,2022-10-31,2022-11-25,Medium,Stunted,not_used,50,High
Tomatoes,Allahabad,373,0xeb846661ad859cb6ecf42ef45b70dff6915d5fb24e6706dba298798f69f0fad1,Truck,2020-07-07,2020-10-03,2020-12-10,High,Infected,not_used,156,Low
Corn,Meerut,9702,0x0bfebd606808d94e61ef8bab9527995c74a86999870c8452e3061fe991101b93,Air,2023-07-04,2023-07-14,2023-08-13,Low,Infected,used,40,High
Soybeans,Vasai-Virar,2221,0x073fadb6bf877289943d2b1b381fc3fe1fe9fa848a1d61353e60f4b28f6486db,Ship,2021-02-01,2021-02-19,2021-03-17,High,Stunted,not_used,44,High
Soybeans,Kalyan-Dombivali,717,0x5fcb2cf9d5b6b36dc851d7683423fb53bef3ec56ee398787893872e9bd1fc2cd,Ship,2021-09-07,2021-09-23,2021-10-16,Medium,Infected,used,39,High
Tomatoes,Nagpur,7916,0x532466e142d6d57547020c99988f2f6ce43ffaf3eaa7956cc88361c24bd03664,Ship,2020-10-04,2020-12-31,2021-03-22,High,Healthy,not_used,169,Low
Lettuce,Bangalore,2403,0x93663aa9fc2f6354744c5d66a8361781be8da8f8196b7d964116182fdbeaf2bd,Air,2021-05-02,2021-07-15,2021-09-30,Medium,Infected,used,151,Low
Soybeans,Madurai,7727,0xea17dc147f9eb063b2e85999de6e5f670691103bfe9a9e0b2e0bdcdfebfd4889,Air,2022-12-04,2022-12-26,2023-01-18,Low,Stunted,not_used,45,High
Potatoes,Indore,8300,0xb2cd7a9cbc3b6d4b0da3a38ae6ca3eaf29ce94d06389ec46d4b319e81e2b439a,Ship,2023-03-06,2023-04-19,2023-06-11,High,Infected,not_used,97,Medium
Lettuce,Varanasi,5786,0xf5f06cd61d22ecb79984f2cc101923ba3401f2b8026369526480035d3cddf408,Air,2023-03-01,2023-04-18,2023-05-20,Medium,Stunted,used,80,Medium
Tomatoes,Delhi,6340,0xfc432b21cf6e34f06d89b301f8863ccef254083b3d4e8c9d7de91cb7826f120a,Ship,2023-05-07,2023-07-06,2023-08-25,Medium,Healthy,used,110,Medium
Potatoes,Mumbai,6153,0x7187ef04774d6b8f74a3c5232bb08ab71f33e8ee3a1ea05e6f5e1d2109e87411,Air,2020-07-02,2020-08-09,2020-10-03,Low,Infected,used,93,Medium
Corn,Dhanbad,5109,0x83e44c789b9f6cb81435b1df42362f9596b2ad40cb3735cd9a9438901c19b7bc,Truck,2021-11-04,2021-11-14,2021-11-25,High,Stunted,not_used,21,High
Soybeans,Coimbatore,3993,0x151fe75e0903acfa4ff2041908fd7b8bf79fa9038130ef0cb4518ffd1e36001f,Air,2023-02-06,2023-04-16,2023-07-13,Medium,Stunted,not_used,157,Low
Soybeans,Dhanbad,6715,0xb7bf1269cec8bbec16152c81c8bb9ea2fb537631f1467f605412528004dea9f9,Truck,2020-03-01,2020-04-12,2020-05-29,Low,Healthy,used,89,Medium
Tomatoes,Visakhapatnam,5630,0x73330970f044381eb6f83ba8163221ebfd1756553173442d15abfb452cb985f7,Air,2020-09-02,2020-10-29,2020-12-13,High,Infected,used,102,Medium
Soybeans,Visakhapatnam,5463,0xfe0533234b6f64cbde9645c99dd71e51e87f6daf99ceb123248f27fd82f47b58,Truck,2020-04-07,2020-05-23,2020-06-23,High,Healthy,used,77,Medium
Lettuce,Amritsar,1957,0xc99e1765be161f9e3f272437eea1324db5a4c67b18bc7da014e404b2d6fc2dbc,Air,2023-03-04,2023-05-26,2023-08-15,Medium,Infected,used,164,Low
Rice,Patna,9531,0x6c872d5c2d5f6a5b41f0eb59a45253c10ff22d15acc789e33b129a2c13fc5afd,Truck,2023-08-02,2023-10-25,2024-01-21,Low,Stunted,not_used,172,Low
Wheat,Jodhpur,3669,0x4f3292e75be4d0bfdccbc8e13259e26c6b17bd7fbf89ba9542f94acb358e7a72,Air,2023-02-07,2023-03-09,2023-03-27,High,Stunted,used,48,High
Rice,Ranchi,3407,0x23ba596acedab1eb414563faa8ebd4de2d70007d7907fc05406c33df87e04e7a,Ship,2023-06-01,2023-08-16,2023-11-13,High,Stunted,used,165,Low
Rice,Kanpur,3712,0xe1fe3663308bebf68c2625f8f6161fab8e139da913cc087ceda187e2aa76a280,Air,2021-07-01,2021-08-01,2021-09-26,High,Stunted,not_used,87,Medium
Lettuce,Kolkata,465,0x7487bc7b46225e73140821ac979603fbc56842df5766eaeb0c384dee0c0747c6,Truck,2021-10-07,2021-11-22,2022-01-15,Medium,Infected,not_used,100,Medium
Rice,Kota,3211,0x8df4434a1effba561a8645377e1208477850b8b5d558d6457853ec0697b1772f,Ship,2022-11-01,2023-01-19,2023-04-03,Low,Stunted,used,153,Low
Soybeans,Chennai,5882,0x412866dd37106443eabc65ebce475423c80f5fbaaa0949dded3c9cd6dc4c2872,Ship,2021-03-03,2021-05-24,2021-08-02,Medium,Healthy,not_used,152,Low
Soybeans,Jodhpur,403,0xbede7e5aabb9df6c475a67a06925c7156e428fdce2de87d50adeefa02ab0c781,Ship,2021-12-07,2022-01-30,2022-03-27,Medium,Healthy,used,110,Medium
Wheat,Patna,1844,0x6d129cb409901b831a7c7f53e776b108f6b3be8646afd3ebb151cf21aed891d1,Truck,2021-01-02,2021-03-21,2021-05-31,Low,Infected,not_used,149,Low
Wheat,Jaipur,3903,0x895e9bed1890283d12824091ce443e070a6ac267b847aec048616d21b4a3cf33,Air,2023-02-02,2023-04-26,2023-07-13,High,Infected,not_used,161,Low
Wheat,Coimbatore,4900,0xada6712bacbe7359695d00ca241f420b4e9ba487dd56dbf2ea70d4b8983304f4,Truck,2021-06-07,2021-07-01,2021-07-12,Medium,Infected,used,35,High
Lettuce,Mumbai,6164,0x76b3085fd573278e3ead3ff0a80a3c7ba18dfb11e66d622435607bdea7ccf726,Truck,2021-06-07,2021-08-27,2021-11-10,Medium,Healthy,not_used,156,Low
